C0151714	hypermagnesemia
C1442839	hypervitaminosis a
C0085574	palindromic rheumatism
C0853970	large intestinal stricture
C0153584	malignant neoplasm of uterine adnexa
C1328337	urethritis noninfective
C0860218	abo incompatibility
C0156183	anorectal stenosis
C0275794	staphylococcal pharyngitis
C0242992	multiple chemical sensitivity
C0238614	exposure to allergen
C0157329	perineal laceration
C0341106	eosinophilic oesophagitis
C0037856	testicular torsion
C0948474	mycotic allergy
C0553738	faecal fat increased
C0561921	perineal fistula
C0376378	sympathetic posterior cervical syndrome
C0238199	volvulus of small bowel
C0018553	hamartoma
C0948075	anal infection
C0521307	nerve stimulation test
C0332679	crush injury
C0235014	fontanelle bulging
C0221217	pterygium colli
C0221210	intestinal malrotation
C0424029	erotomanic delusion
C0877015	urogenital prolapse
C0853724	pilonidal sinus repair
C0343239	benign congenital hypotonia
C0032763	post gastric surgery syndrome
C1276092	hand dermatitis
C0023529	periventricular leukomalacia
C0855848	rubella antibody positive
C0233773	hypnagogic hallucination
C0022595	keratosis follicular
C0521563	congenital choroidal anomaly
C0161840	anaphylactic transfusion reaction
C0206085	hypersomnia-bulimia syndrome
C0266599	anomaly of middle ear congenital
C0520546	pulmonary microemboli
C0948839	epstein-barr virus antigen positive
C0201671	clostridium difficile toxin test
C0854054	electrophoresis abnormal
C0023886	amoebiasis
C0948371	epididymal enlargement
C0152244	aneurysmal bone cyst
C0521571	congenital optic nerve anomaly
C0856056	urine cannabinoids increased
C0154094	carcinoma in situ of eye
C0235162	Insomnia
C0853897	diabetic cardiomyopathy
C0434437	Ligament sprain
C0278107	Painful ejaculation
C0337671	ex-smoker
C0270721	cerebral ataxia
C0919915	5-hydroxyindolacetic acid in urine increased
C0919661	heart alternation
C0277883	blood pressure systolic abnormal
C1095973	blood pressure orthostatic abnormal
C1168474	anti-ss-a antibody positive
C0558368	Vulvovaginal discomfort
C0854138	fungal cystitis
C1328802	barbiturates positive
C1698618	ex-tobacco user
C0855288	ph body fluid abnormal
C0861037	tri-iodothyronine free increased
C1112319	vocal cord neoplasm
C0007773	cerebral arteritis
C0346616	malignant respiratory tract neoplasm
C0542165	Parkinsonism
C0233470	constricted affect
C0425481	respiratory sighs
C0238707	Disturbance in attention
C0877508	Gingival pain
C1535991	cardiac valve abscess
C1112283	rectal examination abnormal
C0948414	postictal headache
C1963738	dural fistula
C1167915	hair metal test abnormal
C0580397	drug level
C0152174	psychogenic pain disorder
C0206636	chondromatosis
C1167762	viral test positive
C0042454	velopharyngeal incompetence
C0273482	Nerve injury
C0339807	house dust allergy
C0341255	duodenal scarring
C0587219	tonsillar cyst
C0016722	Female sexual arousal disorder
C0265240	oculoauriculovertebral dysplasia
C0221170	Musculoskeletal stiffness
C0853628	tri-iodothyronine abnormal
C0853626	thyroxine abnormal
C0235194	Sedation
C0006288	pulmonary sequestration
C0240182	Nail discolouration
C0277589	Death
C0043012	Poor quality sleep
C0038354	Gastric disorder
C0014848	Oesophageal achalasia
C0741553	Haemorrhagic disorder
C1096561	myocardial calcification
C0232849	Bladder pain
C0036420	Morphoea
C0919663	miscarriage of partner
C0751418	hemisensory neglect
C1698506	pulmonary hilar enlargement
C1963723	septic arthritis streptococcal
C0269208	vaginal stricture
C0577627	allergy to metals
C0151834	Smear cervix abnormal
C0854442	Injection site hypertrophy
C0018672	head banging
C1535908	vulvovaginal adenosis
C0496874	benign peritoneal neoplasm
C0085136	Central nervous system neoplasm
C0275865	congenital syphilitic osteochondritis
C1533651	cell-mediated immune deficiency
C0042065	Genitourinary tract neoplasm
C0425643	Heart sounds abnormal
C0151911	Muscle spasms
C0232257	Cardiac murmur
C0025184	meigs' syndrome
C1377785	nasal cavity cancer
C3665596	Skin papilloma
C1112613	neonatal tachypnoea
C0010701	cystosarcoma phyllodes
C0263011	septal panniculitis
C0014145	yolk sac tumour site unspecified
C0851140	Cervix carcinoma stage 0
C0853583	csf oligoclonal band present
C0919615	meningoradiculitis
C0920207	gastrointestinal dysplasia
C0149951	ovarian fibroma
C0019621	langerhans' cell granulomatosis
C0856025	splenic marginal zone lymphoma
C0855119	follicle centre lymphoma, follicular grade i, ii, iii refractory
C1142081	chronic lymphocytic leukaemia transformation
C0854867	non-hodgkin's lymphoma refractory
C0221013	systemic mastocytosis
C0577598	Local swelling
C0748731	viral sinusitis
C1096310	application site perspiration
C0857553	cerebellar artery thrombosis
C1611164	procollagen type i c-terminal propeptide increased
C2242580	eastern cooperative oncology group performance status worsened
C0264866	endocarditis noninfective
C0457220	cellulitis streptococcal
C0193311	salivary gland resection
C1609496	eyelid exfoliation
C0345120	coronary ostial stenosis
C0149525	calculus prostatic
C0197489	glaucoma surgery
C0020302	developmental glaucoma
C0339434	choroidal effusion
C1167708	phacotrabeculectomy
C0919645	tumour ulceration
C0040574	trabeculectomy
C0154916	iris neovascularisation
C0852946	ventricle rupture
C0948485	cytomegalovirus gastrointestinal infection
C0221043	pseudoaldosteronism
C0877121	aids related complication
C0948410	periorbital abscess
C0004031	bronchopulmonary aspergillosis allergic
C0949089	spinal rod insertion
C1141920	shunt infection
C0015927	Foetal death
C0265122	Pericardial disease
C0151598	Drug level decreased
C3263723	Injury
C0235401	Glucose tolerance impaired
C0264005	eosinophilic fasciitis
C0013781	Electric shock
C0341745	urinary retention postoperative
C1096635	blood amylase
C0178414	prostatic specific antigen decreased
C0085559	intensive care
C0158767	congenital knee deformity
C1096496	blood testosterone free increased
C0853611	lipoprotein (a) abnormal
C0877195	feminisation acquired
C0948597	testis discomfort
C0855501	semen viscosity abnormal
C1096147	free prostate-specific antigen decreased
C0948587	malignant nipple neoplasm male
C0580555	prostatic specific antigen
C0240520	nipple swelling
C0423224	eyes sunken
C1112439	calcification pancreatic duct
C0278835	prostate cancer stage i
C0151478	neurotransmitter level altered
C0854491	multiple endocrine adenomatosis
C0853710	blood prolactin decreased
C1262162	oral administration complication
C1449721	breast engorgement
C0855632	hepaplastin abnormal
C0265534	scaphocephaly
C1096394	von willebrand's factor multimers abnormal
C0268617	homocystinaemia
C0014336	enteritis necroticans
C0264878	heart valve stenosis
C0007815	cerebrospinal fluid rhinorrhoea
C1504382	pulmonary artery wall hypertrophy
C1112470	infusion site inflammation
C0852942	mitral valve disease mixed
C0855917	blood caffeine increased
C0150077	Skin disorder
C1096013	cardiac telemetry abnormal
C1295666	Thyroxine decreased
C0271140	hippus
C0595879	Blood sodium increased
C0259787	labour induction
C0553702	Hypercalcaemia
C0234230	Pain
C1321489	muir-torre syndrome
C0014571	epiphysiolysis
C0855624	Aspartate aminotransferase normal
C1314694	astrocytoma, low grade
C0436511	bronchogram abnormal
C0241831	cerebral salt-wasting syndrome
C1168188	Headache
C0013985	Emotional disorder
C1368816	sebaceous adenoma
C0268446	thyrotoxic periodic paralysis
C0857236	Rash
C0338078	non-secretory adenoma of pituitary
C1333813	cns germinoma
C0341429	colon gangrene
C0854060	iron binding capacity total increased
C1697885	left ventricle outflow tract obstruction
C0236827	mixed receptive-expressive language disorder
C0022783	vulval leukoplakia
C0033770	eagle barrett syndrome
C0080040	post polio syndrome
C0853745	blood copper increased
C1328375	application site discomfort
C0265991	congenital hair disorder
C0003119	anophthalmos
C1868766	streptococcal identification test positive
C0729545	ear infection fungal
C0195256	uterine operation
C0154054	benign lymph node neoplasm
C1112417	bone marrow myelogram abnormal
C0015938	foetal macrosomia
C0948741	tracheal pain
C0854733	dementia of the alzheimer's type, with delusions
C1262011	medium-chain acetyl-coenzyme a dehydrogenase deficiency
C0877308	neonatal tachycardia
C0206646	fibromatosis
C0156406	post coital bleeding
C0854912	pineal germinoma
C0206682	follicular thyroid cancer
C0854024	blood aluminium abnormal
C1868751	polymedication
C0860893	alpha 2 globulin decreased
C0948185	lumbar spine flattening
C0231527	Coordination abnormal
C0425669	abdominal aortic bruit
C0427564	platelet count normal
C1963714	peritoneal effluent leukocyte count increased
C0597167	pancreatic islets hyperplasia
C0339881	laryngeal injury
C0853604	blood growth hormone
C1262146	renal salt-wasting syndrome
C0855755	protein albumin ratio increased
C0853600	blood glucagon abnormal
C1963943	Arterial thrombosis
C0948650	myofascial spasm
C0024440	Cystoid macular oedema
C0521543	cerebellar artery occlusion
C0022593	Hyperkeratosis
C1377916	benign vascular neoplasm
C0406683	diabetic bullosis
C0240175	leukocyte alkaline phosphatase increased
C0235113	Emotional poverty
C0841424	burn debridement
C0541819	Anorectal discomfort
C0751476	Hyporeflexia
C0235169	Agitation
C0856984	Agitation
C0196103	csf shunt removal
C0151951	Blood thromboplastin decreased
C0270860	basilar migraine
C0948112	chest wall cyst
C1535878	puncture site reaction
C1527396	cystic fibrosis pancreatic
C0426732	Prostatomegaly
C0854268	foetal damage
C0850060	Nasal discomfort
C0863111	Epistaxis
C0857160	Hypoaesthesia
C0542101	Nasal discomfort
C0154946	Angle closure glaucoma
C0857112	Glaucoma
C0281773	Angle closure glaucoma
C0271298	Conjunctival oedema
C0149523	Cystitis
C0423234	Punctate keratitis
C0042256	Vulvovaginal pruritus
C0238493	ureteric injury
C0863129	Acute generalised exanthematous pustulosis
C0332563	Papule
C0860703	Protein total decreased
C0595885	Blood potassium decreased
C0041981	Blood uric acid increased
C0152002	Renal vasculitis
C0948523	terminal dribbling
C0580493	Blood albumin decreased
C0343886	Gastrointestinal candidiasis
C0851989	Bone and joint infections
C0153465	retroperitoneal cancer
C0221785	Arthralgia
C0404521	Vaginal infection
C0085819	Clostridium difficile colitis
C0311341	pseudoexfoliation of lens capsule
C1328374	laryngitis bacterial
C1963721	laryngitis fungal
C0595928	Hypercalcaemia
C0155866	pneumonia anthrax
C0857751	Erythema multiforme
C0600041	Cystitis
C0231170	Disability
C0151588	Deafness transitory
C0595929	Blood cholesterol increased
C0860745	Monocyte count increased
C0949083	Pneumonia
C2363980	Pathogen resistance
C0040434	Tooth discolouration
C0855835	drug specific antibody absent
C1262149	vaginal erosion
C1619733	Gout
C0853553	pyelogram retrograde
C0854924	papillary serous endometrial carcinoma
C0474700	tumour marker test
C0151547	Cataract
C0242706	hyperoxia
C0155713	papillary muscle rupture
C0087012	spinocerebellar ataxia
C1112245	dehydroepiandrosterone test
C2609144	laparoscopy abnormal
C1535918	uterine cervix atrophy
C0577008	oesophageal mass
C1396635	endometrial metaplasia
C0162671	melas syndrome
C0856916	persistent generalised lymphadenopathy
C1112599	cervix enlargement
C0042875	vitamin e deficiency
C0549362	anion gap abnormal
C0021670	insulinoma
C0877035	Oestrogenic effect
C0857361	Headache
C0151623	Enterocolitis haemorrhagic
C0855073	undifferentiated sarcoma
C0855528	urine potassium decreased
C0158090	joint dislocation pathological
C0270686	cerebral fungal infection
C0861104	antidepressant drug level
C0855153	primary mediastinal large b-cell lymphoma
C0151987	urea renal clearance decreased
C1306121	gallbladder abscess
C1735604	amniorrhoea
C1535904	c1 esterase inhibitor decreased
C0282607	vascular neoplasm
C0234544	postictal paralysis
C0940747	pancreatic duct stenosis
C1167911	citric acid urine decreased
C0233682	delusion of reference
C1261239	exposure to extreme temperature
C0034192	portal vein phlebitis
C0265010	aneurysm ruptured
C0271474	mastoid disorder
C0700078	Hyporeflexia
C0855154	primary mediastinal large b-cell lymphoma refractory
C0375548	Nausea
C1168149	Paraesthesia oral
C0153914	acute megakaryocytic leukaemia
C0852149	Ischaemic coronary artery disorders
C1405128	pleural fistula
C0341245	Duodenitis haemorrhagic
C0877368	agonal death struggle
C1696709	tongue amyloidosis
C0877321	vascular bypass dysfunction
C0853421	biopsy bronchus
C0853812	visceral arterial ischaemia
C0013743	eisenmenger's syndrome
C0026141	milk-alkali syndrome
C0855857	globulin abnormal
C1167749	removal of transplanted organ
C1096187	implant site haemorrhage
C0001075	achlorhydria
C0178416	Hypoplastic anaemia
C0520860	venous pressure jugular abnormal
C0278828	bladder cancer stage iv
C1535995	bladder neoplasm surgery
C1112434	aortic bypass
C0151476	Alkalosis hypochloraemic
C0919562	faecal volume increased
C0221045	cardiac failure high output
C1095995	atrial natriuretic peptide increased
C0396899	tricuspid valve repair
C0392514	hereditary haemochromatosis
C0857073	Peripheral coldness
C0728936	Cardiovascular disorder
C0232286	Chest pain
C0855792	red blood cell agglutination present
C0742224	Candida cervicitis
C0021831	Gastrointestinal disorder
C0948695	White blood cell count decreased
C0152008	Vulvovaginal disorder
C0750466	Fungal infection
C2609264	Colour blindness acquired
C0151606	Oedema genital
C0236083	Vulvovaginal burning sensation
C0031148	peritoneal lavage
C0001364	Acute yellow liver atrophy
C0851684	penile operation
C0581395	penile infection
C0269018	penis deviation
C0194810	radical prostatectomy
C0455993	neonatal cardiac failure
C0948872	paraesthesia of genital male
C0268994	penile abscess
C0272375	antithrombin iii deficiency
C0040860	portal triaditis
C0235800	vision abnormal neonatal
C0751900	Tic
C0427689	plasma viscosity decreased
C1504321	infantile spitting up
C0877008	enzyme inhibition
C0221152	Constipation
C0340600	femoral artery embolism
C0860942	Blood creatine increased
C0003469	Anxiety disorder
C0079027	Procedural haemorrhage
C0855342	cardiac ventriculogram
C0861020	insulin c-peptide decreased
C0854227	peptic ulcer perforation
C0877273	intranasal fungal infection
C0149533	haemorrhage control
C1739108	latent autoimmune diabetes in adults
C0853608	blood insulin abnormal
C0400727	bile duct t-tube insertion
C0855123	follicle centre lymphoma, follicular grade i, ii, iii stage iv
C0751571	malignant urinary tract neoplasm
C0221392	Atrophic vulvovaginitis
C0023223	Skin ulcer
C0026470	hypergammaglobulinaemia benign monoclonal
C0031345	Pharyngeal disorder
C0311223	Periarthritis
C1167761	fungal test positive
C0854363	leucine aminopeptidase increased
C0001529	adiposis dolorosa
C0858118	Blood creatinine increased
C1262157	herpes simplex serology negative
C0029221	Mental disorder due to a general medical condition
C0235453	steroid withdrawal syndrome
C0852336	Anaemias haemolytic immune
C0085393	Immunodeficiency
C1405500	uveal prolapse
C1262117	keratitis fungal
C0700198	Aspiration
C0341751	bladder necrosis
C0423273	scleral thinning
C2939420	Metastatic neoplasm
C0860433	Renal failure chronic
